CATEGORY;OEM;BRAND;MODEL;YEAR;GENERATION;GEN_START;GEN_END;ENGINE;ENGINE_VOLUME;ENGINE_TYPE;BODY_TYPE;TRANSMISSION;PRODUCT_CATEGORY;TITLE;ID;STATE;DESCRIPTION;PRICE;CURRENCY;NDS;DISCOUNT;CITY;PHONE;PHOTO;VIDEO;IMPORTER
Моторчик заслонки печки;T1006419G;Peugeot;308;2010;T7;;;;;;;;;;AV114799282;0;Оригинальная запчасть из Европы в хорошем. Цена за деталь в сборе как на фото.;36;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/5250/4918.avif,https://avcdn.av.by/advertbig/0014/5250/5053.avif,https://avcdn.av.by/advertbig/0014/5250/5218.avif";;
Датчик температуры;65816936953;BMW;3 серия;2009;E90, E91, E92, E93 · Рестайлинг;;;Бензин;2500;;;;;;AV114798974;0;Оригинальная запчасть из Европы в хорошем состоянии. Цена за деталь в сборе как на фото.;45;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/5250/4893.avif,https://avcdn.av.by/advertbig/0014/5250/4993.avif,https://avcdn.av.by/advertbig/0014/5250/5118.avif";;
Датчик температуры;65816936953;BMW;3 серия;2009;E90, E91, E92, E93;;;Бензин;2500;;;;;;AV114798974;0;Оригинальная запчасть из Европы в хорошем состоянии. Цена за деталь в сборе как на фото.;45;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/5250/4893.avif,https://avcdn.av.by/advertbig/0014/5250/4993.avif,https://avcdn.av.by/advertbig/0014/5250/5118.avif";;
Блок считывания ключ-карты;4H1858937,8K0909131;Audi;A8;2010;D4;;;Бензин;4200;;;;;;AV114779972;0;В сборе с кронштейном. Оригинальная запчасть из Европы в хорошем состоянии.;45;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/5250/4873.avif,https://avcdn.av.by/advertbig/0014/5250/4983.avif,https://avcdn.av.by/advertbig/0014/5250/5108.avif,https://avcdn.av.by/advertbig/0014/5250/5233.avif,https://avcdn.av.by/advertbig/0014/5250/5328.avif";;
Датчик удара;4689000051,8983AF4010;Toyota;C-HR;2020;I · Рестайлинг;;;;;;;;;;AV114792856;0;Оригинальная запчасть из Европы в хорошем состоянии. Цена за деталь в сборе как на фото.;48;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/5250/4793.avif,https://avcdn.av.by/advertbig/0014/5250/4818.avif,https://avcdn.av.by/advertbig/0014/5250/4943.avif,https://avcdn.av.by/advertbig/0014/5250/4998.avif";;
Блок считывания ключ-карты;4H1858937,8K0909131;Audi;A8;2010;D3 · 2-й Рестайлинг;;;Бензин;4200;;;;;;AV114779972;0;В сборе с кронштейном. Оригинальная запчасть из Европы в хорошем состоянии.;45;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/5250/4873.avif,https://avcdn.av.by/advertbig/0014/5250/4983.avif,https://avcdn.av.by/advertbig/0014/5250/5108.avif,https://avcdn.av.by/advertbig/0014/5250/5233.avif,https://avcdn.av.by/advertbig/0014/5250/5328.avif";;
Датчик удара;4689000051,8983AF4010;Toyota;C-HR;2020;I;;;;;;;;;;AV114792856;0;Оригинальная запчасть из Европы в хорошем состоянии. Цена за деталь в сборе как на фото.;48;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/5250/4793.avif,https://avcdn.av.by/advertbig/0014/5250/4818.avif,https://avcdn.av.by/advertbig/0014/5250/4943.avif,https://avcdn.av.by/advertbig/0014/5250/4998.avif";;
Активатор замка крышки топливного бака;4H0810773;Audi;A8;2010;D4;;;Бензин;4200;;;;;;AV114787335;0;Оригинальная запчасть из Европы в хорошем состоянии. Цена за деталь в сборе как на фото.;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/5250/4683.avif,https://avcdn.av.by/advertbig/0014/5250/4773.avif,https://avcdn.av.by/advertbig/0014/5250/4908.avif";;
Активатор замка крышки топливного бака;4H0810773;Audi;A8;2010;D3 · 2-й Рестайлинг;;;Бензин;4200;;;;;;AV114787335;0;Оригинальная запчасть из Европы в хорошем состоянии. Цена за деталь в сборе как на фото.;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/5250/4683.avif,https://avcdn.av.by/advertbig/0014/5250/4773.avif,https://avcdn.av.by/advertbig/0014/5250/4908.avif";;
Сирена;1K0951605,1K8951605;Skoda;Octavia;2010;II · Рестайлинг;;;;;;;;;;AV114773352;0;Оригинальная запчасть из Европы в хорошем состоянии. Цена за деталь в сборе как на фото.;83;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/5250/4663.avif,https://avcdn.av.by/advertbig/0014/5250/4733.avif,https://avcdn.av.by/advertbig/0014/5250/4823.avif";;
Корпус топливного насоса;1H0919051B;"Volkswagen";Golf;1995;III;;;Дизель;1900;;;МКПП;;;AV114784683;0;;89;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/5250/4668.avif,https://avcdn.av.by/advertbig/0014/5250/4758.avif,https://avcdn.av.by/advertbig/0014/5250/4883.avif,https://avcdn.av.by/advertbig/0014/5250/4968.avif,https://avcdn.av.by/advertbig/0014/5250/5064.avif";;
Антенна;26R023002;"Nissan";"Micra";2016;IV (K13) · Рестайлинг;;;;;;;;;;AV114797384;0;Оригинальная запчасть из Европы в хорошем состоянии.;89;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/5250/4638.avif,https://avcdn.av.by/advertbig/0014/5250/4753.avif,https://avcdn.av.by/advertbig/0014/5250/4888.avif,https://avcdn.av.by/advertbig/0014/5250/5029.avif";;
Моторчик отопителя;1K1819015;"Volkswagen";Passat;2008;B6;;;;;;;;;;AV114773204;0;Оригинальная запчасть из Европы, левый руль. В хорошем состоянии. Цена за деталь в сборе как на фото.;116;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/5250/4583.avif,https://avcdn.av.by/advertbig/0014/5250/4708.avif,https://avcdn.av.by/advertbig/0014/5250/4863.avif,https://avcdn.av.by/advertbig/0014/5250/4933.avif";;
Правое переднее крыло;;Mitsubishi;"Carisma";;;;;Бензин;1600;;;;;;AV114783081;0;Пластик. Дефект на фото;119;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/5250/4513.avif,https://avcdn.av.by/advertbig/0014/5250/4603.avif,https://avcdn.av.by/advertbig/0014/5250/4688.avif,https://avcdn.av.by/advertbig/0014/5250/4768.avif,https://avcdn.av.by/advertbig/0014/5250/4828.avif,https://avcdn.av.by/advertbig/0014/5250/5030.avif,https://avcdn.av.by/advertbig/0014/5250/5128.avif,https://avcdn.av.by/advertbig/0014/5250/5238.avif,https://avcdn.av.by/advertbig/0014/5250/5363.avif";;
Левое переднее крыло;;Mitsubishi;"Carisma";;;;;Бензин;1600;;;МКПП;;;AV114782733;0;Пластик. Дефект на фото;119;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/5250/4198.avif,https://avcdn.av.by/advertbig/0014/5250/4297.avif,https://avcdn.av.by/advertbig/0014/5250/4368.avif,https://avcdn.av.by/advertbig/0014/5250/4438.avif,https://avcdn.av.by/advertbig/0014/5250/4518.avif,https://avcdn.av.by/advertbig/0014/5250/4610.avif,https://avcdn.av.by/advertbig/0014/5250/4703.avif";;
Концевой выключатель;8951047040;Toyota;"Prius";2017;IV (XW50);;;;;;;;;;AV114791367;0;Оригинальная запчасть из Европы в хорошем состоянии.;131;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/5250/4173.avif,https://avcdn.av.by/advertbig/0014/5250/4273.avif,https://avcdn.av.by/advertbig/0014/5250/4381.avif,https://avcdn.av.by/advertbig/0014/5250/4508.avif";;
Замок правой передней двери;2207200835;"Mercedes-Benz";S-Класс;2002;W220;;;Дизель;3200;;;;;;AV114772588;0;С дожимом. Оригинальная запчасть из Европы в хорошем состоянии. Цена за деталь в сборе как на фото.;238;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/5250/3518.avif,https://avcdn.av.by/advertbig/0014/5250/3628.avif,https://avcdn.av.by/advertbig/0014/5250/3723.avif,https://avcdn.av.by/advertbig/0014/5250/3838.avif,https://avcdn.av.by/advertbig/0014/5250/3978.avif,https://avcdn.av.by/advertbig/0014/5250/4118.avif";;
Глушитель;;Audi;80;1988;B3;;;Бензин;1800;;;МКПП;;;AV114724744;0;Цена за комплект как на фото;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/4849/8508.avif,https://avcdn.av.by/advertbig/0014/4849/8668.avif,https://avcdn.av.by/advertbig/0014/4849/8783.avif,https://avcdn.av.by/advertbig/0014/4849/8958.avif,https://avcdn.av.by/advertbig/0014/4849/9088.avif,https://avcdn.av.by/advertbig/0014/4849/9198.avif";;
Блок управления подушками безопасности;6N0909603;"Volkswagen";"Sharan";2005;I · 2-й рестайлинг;;;Дизель;1900;;;МКПП;;;AV114612505;0;Оригинальная запчасть из Европы в хорошем состоянии.;24;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/4713/5677.avif,https://avcdn.av.by/advertbig/0014/4713/5766.avif,https://avcdn.av.by/advertbig/0014/4713/5857.avif";;
Тяга (прочее);983124X;"Volkswagen";"Touran";2005;I;;;;;;;;;;AV114483903;0;Тяга сервопривода заслонки печки. Оригинальная запчасть из Европы в хорошем состоянии.;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/4713/5652.avif,https://avcdn.av.by/advertbig/0014/4713/5752.avif,https://avcdn.av.by/advertbig/0014/4713/5862.avif,https://avcdn.av.by/advertbig/0014/4713/6057.avif";;
Датчик системы кондиционирования;9141957;BMW;5 серия;;E39;;;;;;;;;;AV114673231;0;Оригинальная запчасть из Европы в хорошем состоянии. Цена за деталь в сборе как на фото.;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/4713/5554.avif,https://avcdn.av.by/advertbig/0014/4713/5687.avif,https://avcdn.av.by/advertbig/0014/4713/5781.avif";;
Насос омывателя стекла;A0008605826;"Mercedes-Benz";"Sprinter";2010;;;;;;;;;;;AV114673416;0;Оригинальная запчасть из Европы в хорошем состоянии. Цена за деталь в сборе как на фото.;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/4713/5524.avif,https://avcdn.av.by/advertbig/0014/4713/5662.avif,https://avcdn.av.by/advertbig/0014/4713/5777.avif";;
Молдинг стекла лобового;;"Nissan";"Almera Tino";2001;I;;;Дизель;2200;;;МКПП;;;AV114483973;0;Оригинальная запчасть в хорошем состоянии, правая сторона.;30;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/4713/5492.avif,https://avcdn.av.by/advertbig/0014/4713/5602.avif,https://avcdn.av.by/advertbig/0014/4713/5707.avif,https://avcdn.av.by/advertbig/0014/4713/5827.avif";;
Датчик системы кондиционирования;2110000283;"Mercedes-Benz";E-Класс;2004;W211, S211;;;Дизель;3200;;;АКПП;;;AV114483939;0;Оригинальная запчасть из Европы в хорошем состоянии.;45;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/4713/5472.avif,https://avcdn.av.by/advertbig/0014/4713/5577.avif,https://avcdn.av.by/advertbig/0014/4713/5642.avif";;
Зажимное кольцо топливозаборника;321201379;"Volkswagen";Golf;1995;III;;;Дизель;1900;;;;;;AV114674037;0;Оригинальная запчасть в хорошем состоянии. Цена за деталь в сборе как на фото.;45;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/4713/5452.avif";;
Топливный бак;;"Volkswagen";Golf;1995;III;;;Дизель;1900;;;МКПП;;;AV114483527;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/4713/5242.avif,https://avcdn.av.by/advertbig/0014/4713/5377.avif,https://avcdn.av.by/advertbig/0014/4713/5502.avif,https://avcdn.av.by/advertbig/0014/4713/5632.avif";;
Датчик системы кондиционирования;932365801;BMW;5 серия;2018;G30, G31;;;;;;;;;;AV114673193;0;Оригинальная запчасть из Европы в хорошем состоянии.;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/4713/5252.avif,https://avcdn.av.by/advertbig/0014/4713/5362.avif";;
Крышка омывателя фар;A2118801005;"Mercedes-Benz";E-Класс;2004;W211, S211;;;Дизель;3200;;;;;;AV114612489;0;Правая. Оригинальная запчасть из Европы в хорошем состоянии.;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/4713/5222.avif,https://avcdn.av.by/advertbig/0014/4713/5312.avif,https://avcdn.av.by/advertbig/0014/4713/5412.avif";;
Молдинг стекла двери задней левой внутренний;;"Volkswagen";Golf;1995;III;;;Дизель;1900;;;МКПП;;;AV114477858;0;Цена за пару;89;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/4713/5152.avif,https://avcdn.av.by/advertbig/0014/4713/5282.avif,https://avcdn.av.by/advertbig/0014/4713/5392.avif";;
Приемная труба глушителя;;"Volkswagen";Golf;1995;III;;;Дизель;1900;;;МКПП;;;AV114483555;0;;98;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/4713/5137.avif,https://avcdn.av.by/advertbig/0014/4713/5217.avif,https://avcdn.av.by/advertbig/0014/4713/5347.avif";;
Рейлинг;3C9860034,3C9860033;"Volkswagen";Passat;2008;B6;;;;;;;;;;AV114673617;0;Оригинальная запчасть в хорошем состоянии. Цена за пару.;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0014/4713/5057.avif,https://avcdn.av.by/advertbig/0014/4713/5197.avif,https://avcdn.av.by/advertbig/0014/4713/5307.avif,https://avcdn.av.by/advertbig/0014/4713/5417.avif,https://avcdn.av.by/advertbig/0014/4713/5517.avif";;
